indicator,market,lag_days,pearson_r,pearson_p,spearman_r,spearman_p,kendall_r,kendall_p,granger_p,mutual_info,regime,computed_at,min_p,category,is_significant,unexpected,abs_pearson
power_consumption,ret_NIFTYFMCG,27,-0.013212291826629505,0.6176299050979002,-0.027102468722812807,0.3057498023602328,-0.019084204808487524,0.2796124665951879,0.95154638750304,0.004283624065372749,all,1773591017.83056,0.2796124665951879,other,False,False,0.013212291826629505
gtrends_EMI calculator,ret_NIFTYIT,0,0.010901602167078375,0.6769466141324901,-0.04155071510586801,0.11214880143777756,-0.02634563794141524,0.13111485263907763,,0.04560540413996339,all,1773591017.83056,0.11214880143777756,digital,False,False,0.010901602167078375
gtrends_mutual fund SIP,ret_NIFTYFMCG,11,-0.010842921898665293,0.680883583234539,-0.03324992640689358,0.20715127119474408,-0.024206642404583378,0.1687278650537949,0.7007235367171065,0.01830231560774198,all,1773591017.83056,0.1687278650537949,digital,False,False,0.010842921898665293
auto_sales,ret_NIFTYFMCG,21,-0.008042557467413645,0.7609830321085213,-0.02732350987738017,0.30131316131237323,-0.018720736666055896,0.28836592466617905,0.9920155981301803,0.0,all,1773591017.83056,0.28836592466617905,other,False,False,0.008042557467413645
onion_mandi,ret_NIFTYFMCG,5,-0.007742047568593273,0.7670910639938878,0.01775021282722294,0.4970740814335141,0.014116894189735264,0.48091252341692425,0.11178363587261704,0.009588992459049983,all,1773591017.83056,0.48091252341692425,other,False,False,0.007742047568593273
wheat_mandi,ret_NIFTYFMCG,29,-0.007168464888233488,0.7851292846681515,-0.01777761474432476,0.49892170198199887,-0.011760825717107246,0.5024011135894533,0.03037248844377125,0.03445439781616155,all,1773591017.83056,0.49892170198199887,other,False,False,0.007168464888233488
reservoir_level,ret_BANKNIFTY,13,0.006695640441859276,0.7971609786687631,0.007220447295505598,0.7816502483634287,0.005478497964677704,0.7527550055271648,0.2262932391384159,0.033479929904420835,all,1773591017.83056,0.7527550055271648,agricultural,False,False,0.006695640441859276
wiki_Recession,ret_NIFTY50,25,-0.006677730766607574,0.7982298006394273,-0.043872827901240946,0.09289076758661058,-0.02834033990689643,0.10387787248737562,0.9888156760998575,0.03074447939232261,all,1773591017.83056,0.09289076758661058,digital,False,False,0.006677730766607574
power_consumption,ret_BANKNIFTY,30,-0.006537841439708265,0.8040265778320249,-0.03064849686961943,0.24462510244714497,-0.019829815946320804,0.259092226438958,0.8590873945733559,0.0633654596331219,all,1773591017.83056,0.24462510244714497,other,False,False,0.006537841439708265
GST_collections,ret_BANKNIFTY,25,0.006242863062988994,0.8125093630654557,-0.01970579439089498,0.45399990948856367,-0.014351007671801941,0.4135946676475093,0.22314031516303084,0.08664708047315584,all,1773591017.83056,0.4135946676475093,other,False,False,0.006242863062988994
gtrends_mutual fund SIP,ret_BANKNIFTY,30,-0.005362565770983568,0.8387193471432128,-0.027396347995548728,0.298342681610988,-0.017614111114592348,0.3162543435317555,0.8350998077335277,0.042864356595548436,all,1773591017.83056,0.298342681610988,digital,False,False,0.005362565770983568
UPI_volumes,ret_BANKNIFTY,25,0.0045203445798730185,0.8636386080462995,-0.025155218283150933,0.33913080892826725,-0.017144060455522216,0.3287148205909296,0.27352580466067566,0.09333449370179858,all,1773591017.83056,0.3287148205909296,other,False,False,0.0045203445798730185
reservoir_level,ret_NIFTY50,6,-0.002512928333319288,0.9230238561828742,-0.020600289071239813,0.428249130853201,-0.012775226953736452,0.4618563650049148,0.835885681305075,0.013325493098439445,all,1773591017.83056,0.428249130853201,agricultural,False,False,0.002512928333319288
