,RSI2_MeanRev,RSI2_BankNifty,Pairs_nifty50_vs_banknifty,DualMom_nifty50_vs_gold,FundManager,Nifty50_BuyHold
2018-04-20,53898.82209960296,58052.82483000098,58485.81090648071,60371.77363228486,58261.52200551964,62915.326509743405
2018-04-23,53898.82209960296,58052.82483000098,58485.81090648071,60489.787152788864,58286.83054848827,63038.31211590262
2018-04-24,53898.82209960296,58052.82483000098,58485.81090648071,60659.228583604236,58323.112904497604,63214.89236694773
2018-04-25,53898.82209960296,58052.82483000098,58485.81090648071,60408.92004259767,58269.63098723999,62954.03795373261
2018-04-26,53898.82209960296,58052.82483000098,58485.81090648071,60678.94587140999,58327.51171593156,63235.44037350029
2018-04-27,53898.82209960296,58052.82483000098,58485.81090648071,61104.700881918325,58418.457521879434,63679.13307768426
2018-04-30,53898.82209960296,58052.82483000098,58485.81090648071,61373.58262808129,58473.4644565253,63959.34321289398
2018-05-02,53898.82209960296,58052.82483000098,58485.81090648071,61251.85781508059,58448.648151013724,63832.48995194919
2018-05-03,53898.82209960296,58052.82483000098,58485.81090648071,61032.41160115182,58403.83928447384,63603.79814168784
2018-05-04,53898.82209960296,58052.82483000098,58485.81090648071,60681.51866214831,58331.987732000554,63238.12155975015
2018-05-07,53898.82209960296,58052.82483000098,58485.81090648071,61237.286108751454,58446.30822805086,63817.30431789633
2018-05-08,53898.82209960296,58052.82483000098,58485.81090648071,61250.42910699164,58448.99243662348,63831.0010502573
2018-05-09,53898.82209960296,58052.82483000098,58485.81090648071,61387.01583265204,58476.88298466965,63973.342378411115
2018-05-10,53898.82209960296,58052.82483000098,58485.81090648071,61243.285566546874,58447.585078498734,63823.556541797836
2018-05-11,53898.82209960296,58052.82483000098,58485.81090648071,61757.33585313076,58552.562126630546,64359.2645337452
2018-05-14,53898.82209960296,58052.82483000098,58485.81090648071,61757.90510400995,58552.677615923276,64359.85776801306
2018-05-15,53898.82209960296,58052.82483000098,58460.10368942375,61730.75965031982,58540.70904339521,64331.56863586711
2018-05-16,53898.82209960296,58052.82483000098,58131.321913379565,61383.58358470396,58387.601291,63969.76552473723
2018-05-17,53898.82209960296,58052.82483000098,57815.261615841984,61049.840723658876,58239.97237652384,63621.96157912449
2018-05-18,53898.82209960296,58052.82483000098,57348.20312930005,60556.65180753011,58021.17556951674,63107.99387828764
2018-05-21,53493.42531483701,58052.82483000098,56916.86203027269,60101.17855259334,57584.772748305615,62633.330855707856
2018-05-22,53595.155751801794,58113.465600547155,57025.102944196704,60215.47519970966,57694.28385288949,62752.442991059266
2018-05-23,53054.201172857676,57904.366783258694,56449.528713285246,59607.699430134,57111.9553459316,62119.06072171485
2018-05-24,53478.92574718564,58652.495650555975,56901.43452891799,60084.88793184468,57569.16420756927,62616.353886806945
2018-05-25,53943.32916577505,59231.31735344205,57395.5585291418,60606.6565906435,58069.086677772175,63160.10543750388
2018-05-28,54368.053740103016,59231.31735344205,57847.46434477455,,58428.46030270418,63657.398602595975
2018-05-29,54368.053740103016,59231.31735344205,57547.90444436933,60767.525772925146,58385.68452497984,63327.75227839763
2018-05-30,54368.053740103016,59231.31735344205,57445.34512138615,60659.228583604236,58337.29592522904,63214.89236694773
2018-05-31,54368.053740103016,59231.31735344205,58104.53651534407,61355.29962925546,58634.81886900903,63940.28992405555
2018-06-01,54368.053740103016,59231.31735344205,57888.32423274069,61126.9909604624,58537.847530506195,63702.36227048668
2018-06-04,54368.053740103016,59231.31735344205,57521.92768206774,60740.09569379543,58373.17747577757,63299.16652911775
2018-06-05,54368.053740103016,59231.31735344205,57330.6139807874,60538.0786023737,58286.8908555585,63088.63815629303
2018-06-06,54368.053740103016,59231.31735344205,57825.81616198975,61060.985762930904,58510.65182128189,63633.57617552568
2018-06-07,54368.053740103016,59231.31735344205,58278.800158601036,61539.31276639997,58714.36236416151,64132.05580915351
2018-06-08,54368.053740103016,59231.31735344205,58275.0159547744,61535.31684846368,58712.66792590089,64127.891537234005
2018-06-11,54368.053740103016,59231.31735344205,58379.467379670896,61645.611996752734,58759.43942231403,64242.83358464365
2018-06-12,54368.053740103016,59231.31735344205,58681.99756296798,61965.0677769083,58894.77242190565,64575.74851333747
2018-06-13,54368.053740103016,59231.31735344205,58756.957566980884,62044.22155357094,58928.20877801279,64658.237156681666
2018-06-14,54368.053740103016,59231.31735344205,58493.659429780375,61766.19272710408,58810.846316765346,64368.494561030486
2018-06-15,54368.053740103016,59231.31735344205,58545.88778482906,61821.3430916941,58834.184791336505,64425.96849274643
2018-06-18,54368.053740103016,59231.31735344205,58449.27959803135,61719.329985608194,58791.03638526872,64319.65742233197
2018-06-19,54368.053740103016,59231.31735344205,58449.27959803135,61208.427321532785,58682.88911377734,63787.22966692455
2018-06-20,54368.053740103016,59231.31735344205,58449.27959803135,61560.458762294686,58757.8904853451,64154.09271739797
2018-06-21,54368.053740103016,59095.82578425775,58449.27959803135,61383.58358470396,58720.37429566605,63969.76552473723
2018-06-22,54368.053740103016,59095.82578425775,58449.27959803135,61845.056297436146,58818.4745398334,64450.680771218504
2018-06-25,54368.053740103016,59095.82578425775,58449.27959803135,61505.598604035236,58746.731147225386,64096.921218838186
2018-06-26,54368.053740103016,59095.82578425775,58449.27959803135,61543.8890969974,58754.85846985616,64136.82494738535
2018-06-27,54368.053740103016,59095.82578425775,58449.27959803135,60985.26423421634,58636.345305305265,63554.66438585539
2018-06-28,54368.053740103016,59095.82578425775,58449.27959803135,60514.92906661987,58535.85204811267,63064.513296066594
2018-06-29,54368.053740103016,59095.82578425775,58449.27959803135,61230.42719374628,58862.48481289857,63810.15642657079
2018-07-02,54078.81607458333,59095.82578425775,58449.27959803135,60904.68174946474,58649.01529757346,63470.68684081931
2018-07-03,54294.986145220755,59095.82578425775,58449.27959803135,61148.13695635711,58808.82948301181,63724.39917873113
2018-07-04,54294.986145220755,59095.82578425775,58449.27959803135,,58808.82948301181,64141.29165246103
2018-07-05,54294.986145220755,59250.86580273871,58449.27959803135,61433.01911693817,58938.134802041015,64021.283849685606
2018-07-06,54294.986145220755,59250.86580273871,58449.27959803135,61563.89101024276,58997.39085828008,64157.66957107185
2018-07-09,54294.986145220755,59250.86580273871,58449.27959803135,62022.506306797026,59204.80917754782,64635.60701416934
2018-07-10,54294.986145220755,59250.86580273871,58449.27959803135,62561.69850721192,59447.71789729535,65197.51618628068
2018-07-11,54294.986145220755,59250.86580273871,58449.27959803135,62567.69796500734,59450.408381761066,65203.76841018219
2018-07-12,54294.986145220755,59250.86580273871,58449.27959803135,62995.74114081439,59642.3565948061,65649.84568348207
2018-07-13,54294.986145220755,59250.86580273871,58449.27959803135,62971.16847786257,59631.37696597492,65624.23773758597
2018-07-16,54294.986145220755,59250.86580273871,58449.27959803135,62502.262018355046,59421.81564312053,65135.575549489055
2018-07-17,54294.986145220755,59250.86580273871,58449.27959803135,62909.15919826737,59604.3844982976,65559.61591454448
2018-07-18,54294.986145220755,59250.86580273871,58449.27959803135,62751.432057603226,59533.856332870724,65395.243494168455
2018-07-19,54294.986145220755,59250.86580273871,58449.27959803135,62617.98737356033,59474.10694209847,65256.17658653235
2018-07-20,54294.986145220755,59250.86580273871,58449.27959803135,62921.44832018877,59610.13342306548,65572.42279550366
2018-07-23,54294.986145220755,59250.86580273871,58449.27959803135,63347.48795613669,59800.619491461555,66016.41211682155
2018-07-24,54294.986145220755,59250.86580273871,58449.27959803135,63630.6567831892,59926.77713175857,66311.5112689502
2018-07-25,54294.986145220755,59250.86580273871,58449.27959803135,63617.51378494903,59920.93541096879,66297.81453658924
2018-07-26,54294.986145220755,59250.86580273871,58449.27959803135,63819.246250931144,60010.610025627524,66508.04629228
2018-07-27,54294.986145220755,59250.86580273871,58449.27959803135,64453.87726786637,60292.24688639657,67169.4152606142
2018-07-30,54294.986145220755,59250.86580273871,58449.27959803135,64689.329477104206,60396.19270428004,67414.78742264255
2018-07-31,54294.986145220755,59250.86580273871,58449.27959803135,64900.49364882982,60504.326822591254,67634.8482559087
2018-08-01,54294.986145220755,59250.86580273871,58449.27959803135,64841.63199174311,60474.22890040129,67573.50666940719
2018-08-02,54294.986145220755,59250.86580273871,58449.27959803135,64261.57650762773,60177.50567766028,66969.01258249882
2018-08-03,54294.986145220755,59250.86580273871,58449.27959803135,64925.06631178163,60518.29239401746,67660.4562018048
2018-08-06,54294.986145220755,59250.86580273871,58449.27959803135,65075.36528656141,60595.13390203323,67817.08749658745
2018-08-07,54294.986145220755,59250.86580273871,58449.27959803135,65088.79849113216,60601.99456936329,67831.08666210457
2018-08-08,54294.986145220755,59250.86580273871,58449.27959803135,65434.830474098664,60778.70512914013,68191.6974886765
2018-08-09,54294.986145220755,59250.86580273871,58449.27959803135,65553.12862004226,60838.97302060914,68314.97971196963
2018-08-10,54294.986145220755,59250.86580273871,58449.27959803135,65317.676410804415,60719.11783797819,68069.60754994131
2018-08-13,54294.986145220755,59250.86580273871,58449.27959803135,64896.20752456296,60504.22306914835,67630.38155083302
2018-08-14,54294.986145220755,59250.86580273871,58449.27959803135,65349.6772396406,60736.112127249755,68102.95662143081
2018-08-16,54294.986145220755,59250.86580273871,58449.27959803135,65063.650996410186,60590.3062531288,67804.87966591839
2018-08-17,54294.986145220755,59250.86580273871,58449.27959803135,65553.41324548186,60840.464959386045,68315.27632910357
2018-08-20,54294.986145220755,59250.86580273871,58449.27959803135,66016.31466630299,61076.106213988955,68797.68047727675
2018-08-21,54294.986145220755,59250.86580273871,58449.27959803135,66125.75593827326,61131.641216386866,68911.7326732846
2018-08-23,54294.986145220755,59250.86580273871,58449.27959803135,66193.47446933329,61165.97870530591,68982.30428707141
2018-08-24,54294.986145220755,59250.86580273871,58449.27959803135,66046.88678705023,61091.68400631923,68829.54064707435
2018-08-27,54294.986145220755,59250.86580273871,59351.17652475797,66817.53527876665,61689.4780428263,69632.6577092945
2018-08-28,54294.986145220755,59250.86580273871,59362.62341620276,67083.55960875172,61826.80077798743,69909.89004112044
2018-08-29,54294.986145220755,59250.86580273871,59266.97153434122,66817.25065332706,61670.32340640272,69632.36109216057
2018-08-30,54294.986145220755,59250.86580273871,59013.204081365424,66730.95333621964,61568.703713964,69542.42794035692
2018-08-31,54294.986145220755,59250.86580273871,58926.05841693724,66752.09933211436,61552.81968056575,69564.46484860138
2018-09-03,54294.986145220755,59250.86580273871,58417.362826543205,,61401.70243308371,68979.91971795549
2018-09-04,54294.986145220755,59250.86580273871,57601.040743956946,65836.58207253437,60727.230861635566,68610.37548123221
2018-09-05,54294.986145220755,59132.71323000008,57486.178099097386,65588.84632226611,60575.98943231416,68352.20225426696
2018-09-06,54578.59764204723,59332.83768334685,57680.73013871597,65931.45163817551,60860.72552677188,68709.24204318723
2018-09-07,54825.54093365271,59360.37399136173,57707.49970534448,66229.76142243635,61065.813465652434,69020.1200636366
2018-09-10,54111.19236818827,58756.2205590093,57120.16876931408,65366.82173670806,60319.68264501123,68120.82344173352
2018-09-11,54111.19236818827,58756.2205590093,56292.293159963214,64506.17021627848,59665.1004928646,67223.91138894636
2018-09-12,54111.19236818827,58756.2205590093,56316.86029710199,64977.07463475416,59895.14402300263,67714.65571300304
2018-09-14,54111.19236818827,59511.290113655166,57040.581908516404,65807.43865987609,60505.285401806934,68580.0042131265
2018-09-17,54111.19236818827,58758.6339197833,56319.17346326999,65021.93383639092,59918.5013768239,67761.40489971956
2018-09-18,54111.19236818827,58758.6339197833,55523.637065328025,64457.02489037485,59411.709785680956,67172.69549715417
2018-09-19,54111.19236818827,58758.6339197833,55179.049130749365,64202.42464421045,59186.897538914745,66907.36856284113
2018-09-21,54111.19236818827,58758.6339197833,53750.19326443356,63680.946191742194,58505.299106850136,66363.91944530037
2018-09-24,54111.19236818827,57320.3601395812,52434.514384652764,62676.85461153802,57626.50345239421,65317.523989056106
2018-09-25,54604.82021389661,57320.3601395812,53190.46857215627,63248.62247255926,58238.970519218776,65913.38128294704
2018-09-26,54537.47162747664,57320.3601395812,53286.961232500864,63170.61277854598,58217.61388499668,65832.08492416082
2018-09-27,54161.26776228347,57320.3601395812,52585.28852413455,62734.856811414975,57712.2189579389,65377.96990813361
2018-09-28,54161.26776228347,57320.3601395812,52748.44876614708,62465.69043981241,57614.4470869302,65097.46315578995
2018-10-01,54161.26776228347,57320.3601395812,53267.43056354345,62910.587906356326,57968.38518198717,65561.10481623639
2018-10-03,54161.26776228347,57320.3601395812,52643.56062504737,62053.07842754426,57378.543332952526,64667.46718396695
2018-10-04,54161.26776228347,57320.3601395812,52117.33172726298,60572.9368473878,56490.729589315924,63124.96503116631
2018-10-05,54161.26776228347,57320.3601395812,51328.09501590618,58956.78337334109,55463.27310693386,61440.720600501976
2018-10-08,54161.26776228347,57320.3601395812,51695.35936137638,59137.3698434285,55645.84351689354,61628.91544794828
2018-10-09,54161.26776228347,57320.3601395812,51504.904578853246,58868.77272270512,55459.87545228807,61349.001929872495
2018-10-10,54161.26776228347,57320.3601395812,51504.904578853246,59777.71569271954,55935.60271234233,62296.240023050064
2018-10-11,54161.26776228347,57320.3601395812,51504.904578853246,58489.31120281349,55265.82802340567,60953.55313011919
2018-10-12,54161.26776228347,57320.3601395812,51504.904578853246,59848.581846288056,55979.36027280955,62370.09187337682
2018-10-15,54161.26776228347,57320.3601395812,51504.904578853246,60077.17514052071,56098.14621540589,62608.316144079625
2018-10-16,54161.26776228347,57320.3601395812,51504.904578853246,60490.071778228456,56312.34048487679,63038.60873303655
2018-10-17,54161.26776228347,57320.3601395812,51504.904578853246,59737.42724078923,55923.083076269424,62254.254158543146
2018-10-19,54161.26776228347,57320.3601395812,51504.904578853246,58883.05980359467,55478.741681168045,61363.89094679142
2018-10-22,54161.26776228347,57320.3601395812,51504.904578853246,58549.886193428756,55304.3465635397,61016.68023544654
2018-10-23,54161.26776228347,57320.3601395812,51504.904578853246,57987.25983182043,55009.102766505806,60430.34958597483
2018-10-24,54161.26776228347,57320.3601395812,51504.904578853246,58432.73213013452,55243.8768598791,60894.59029671135
2018-10-25,54161.26776228347,57320.3601395812,51504.904578853246,57862.10835176264,54944.16404294962,60299.925287378384
2018-10-26,54161.26776228347,57320.3601395812,51504.904578853246,57319.76852883927,54658.05847762321,59734.73587872709
2018-10-29,54161.26776228347,57320.3601395812,51504.904578853246,58581.88702226494,55326.67545247526,61050.02930693604
2018-10-30,54161.26776228347,57320.3601395812,51504.904578853246,58282.148529915146,55169.4071384603,60737.66238479478
2018-10-31,54161.26776228347,57320.3601395812,51504.904578853246,59357.67551456703,55508.768833257825,61858.502925633664
2018-11-01,54161.26776228347,57320.3601395812,51504.904578853246,59322.53264411334,55497.81412826958,61821.87943362645
2018-11-02,54161.26776228347,57320.3601395812,51504.904578853246,60308.62585093128,55805.31964130087,62849.5182181662
2018-11-05,54161.26776228347,57320.3601395812,51504.904578853246,60142.895712612604,55754.201340988235,62676.80562190667
2018-11-06,54161.26776228347,57320.3601395812,51504.904578853246,60177.1847067475,55764.796970281466,62712.53926251209
2018-11-07,54161.26776228347,57320.3601395812,51504.904578853246,60568.081472241734,55885.54194957526,63119.90509182278
2018-11-09,54161.26776228347,57320.3601395812,51504.904578853246,60492.64456896677,55862.340332925894,63041.289919286406
2018-11-12,54161.26776228347,57320.3601395812,51504.904578853246,59904.01683631766,55681.149583951694,62427.862422226695
2018-11-13,54161.26776228347,57320.3601395812,51504.904578853246,60477.213405427865,55858.746154772874,63025.20861780953
2018-11-14,54161.26776228347,57320.3601395812,51504.904578853246,60441.78032864361,55847.837102530306,62988.282692646135
2018-11-15,54161.26776228347,57320.3601395812,51504.904578853246,60672.661788174984,55918.94812359219,63228.89153246486
2018-11-16,54161.26776228347,57320.3601395812,51504.904578853246,61046.983307480965,56033.945911188275,63618.9837757407
2018-11-19,54161.26776228347,57320.3601395812,51504.904578853246,61511.02881095146,56175.925630376194,64102.58020847182
2018-11-20,54161.26776228347,57320.3601395812,51504.904578853246,60898.39766622974,55989.42725065467,63464.137999783874
2018-11-21,54161.26776228347,57320.3601395812,51504.904578853246,60577.50759709425,55891.086123630885,63129.728353375926
2018-11-22,54161.26776228347,57320.3601395812,51504.904578853246,,55891.086123630885,62693.18354051749
2018-11-26,54161.26776228347,57320.3601395812,51504.904578853246,60740.66494467462,55941.264491405986,63299.7597633856
2018-11-27,54161.26776228347,57320.3601395812,51504.904578853246,61066.41038895616,56041.26675552357,63639.229349137095
2018-11-28,54161.26776228347,57320.3601395812,51504.904578853246,61313.57688834522,56116.875826790216,63896.809341834494
2018-11-29,54161.26776228347,57320.3601395812,51504.904578853246,62055.651218282575,56343.268822386046,64670.148370216804
2018-11-30,54161.26776228347,57320.3601395812,51504.904578853246,62158.80282612686,56374.48756801266,64777.64590916699
2018-12-03,54161.26776228347,57320.3601395812,51504.904578853246,62198.806652617575,56386.5812973888,64819.33515653998
2018-12-04,54161.26776228347,57320.3601395812,51504.904578853246,62117.3702915472,56361.972475873925,64734.46776010211
2018-12-05,54161.26776228347,57320.3601395812,51504.904578853246,,56361.972475873925,64218.71454043945
2018-12-06,54161.26776228347,57320.3601395812,51504.904578853246,60583.79726122023,55898.145151786484,63136.28301043359
2018-12-07,54161.26776228347,57320.3601395812,51504.904578853246,61112.70387957285,56060.81185070016,63687.47325356775
2018-12-10,54161.26776228347,56260.67562913934,51504.904578853246,59939.734538541525,55702.143306847276,62465.08496452401
2018-12-11,54161.26776228347,56391.611214142926,51504.904578853246,60286.62597871778,55809.59899747485,62826.59145851996
2018-12-12,54161.26776228347,56391.611214142926,51504.904578853246,61363.58167145862,56141.92513877155,63948.92090105073
2018-12-13,54161.26776228347,56391.611214142926,51504.904578853246,61671.89799323311,56235.95198327573,64270.22704936558
2018-12-14,54161.26776228347,56391.611214142926,51504.904578853246,61751.33639533534,56260.097470991706,64353.0123098437
2018-12-17,54161.26776228347,56391.611214142926,51504.904578853246,62225.092649097955,56403.9732938756,64846.72862126191
2018-12-18,54161.26776228347,56391.611214142926,51504.904578853246,62341.39283607339,56439.113419083216,64967.928708595304
2018-12-19,54161.26776228347,56391.611214142926,51504.904578853246,62676.27977976785,56540.17373304103,65316.92493876601
2018-12-20,54161.26776228347,56391.611214142926,51504.904578853246,62587.13062737351,56513.366629501805,65224.01979960081
2018-12-21,54161.26776228347,56391.611214142926,51504.904578853246,61457.30715445039,56173.306686869895,64046.59517844777
2018-12-24,54161.26776228347,56391.611214142926,51504.904578853246,60940.114826249,56015.731699108386,63507.61276598269
2018-12-26,54161.26776228347,56391.611214142926,51504.904578853246,61319.29172070104,56131.91062463599,63902.76494860207
2018-12-27,54161.26776228347,56165.4134905918,51504.904578853246,61604.748713052264,56219.01342666453,64200.24866984664
2018-12-28,54161.26776228347,56165.4134905918,51504.904578853246,62062.51013328775,56358.260784311686,64677.296261542324
2018-12-31,54161.26776228347,56165.4134905918,51504.904578853246,62077.651090496074,56362.843894754355,64693.07512986306
2019-01-01,,56165.4134905918,,,,
2019-01-02,54161.26776228347,56165.4134905918,51504.904578853246,61677.32820014932,56241.68737449439,64275.88603899922
2019-01-03,54161.26776228347,56165.4134905918,51504.904578853246,60990.1196093624,56032.80580838265,63559.72432519893
2019-01-04,54161.26776228347,56165.4134905918,51504.904578853246,61305.004639811494,56129.23613663979,63887.87593168315
2019-01-07,54161.26776228347,56165.4134905918,51504.904578853246,61559.03005420574,56206.762447109955,64152.603815706076
2019-01-08,54161.26776228347,56165.4134905918,51650.024620161756,61732.478564739344,56312.34110031251,64333.359970715166
2019-01-09,54161.26776228347,56165.4134905918,51903.441875604185,62035.36467959762,56496.53615841914,64649.00712939638
2019-01-10,54161.26776228347,56165.4134905918,51743.020235937685,61843.6275893472,56380.12426435204,64449.191869526614
2019-01-11,54161.26776228347,56165.4134905918,51615.59719120433,61691.33065559927,56287.56263879751,64290.478438784216
2019-01-14,54161.26776228347,56165.4134905918,51341.37779334968,61363.58167145862,56088.202466376,63948.92090105073
2019-01-15,54161.26776228347,56165.4134905918,52054.77220858682,62216.23577512463,56607.770530446476,64837.49859397663
2019-01-16,54161.26776228347,56165.4134905918,52071.507310361325,62236.23768836998,56619.903094677844,64858.34321766312
2019-01-17,54161.26776228347,56165.4134905918,52142.75289710108,62321.390922828046,56671.54897455204,64947.0840849088
2019-01-18,54161.26776228347,56165.4134905918,52151.120447988345,62331.39187945072,56677.611844187886,64957.506396752055
2019-01-21,54161.26776228347,56165.4134905918,52413.61967133016,,56772.706183882256,65284.46571867831
2019-01-22,54161.26776228347,56165.4134905918,52226.66654497764,62421.68511449442,56732.61933619182,65051.60382047521
2019-01-23,54161.26776228347,56165.4134905918,51790.35853442817,61900.20666202617,56416.65180576663,64508.15470293445
2019-01-24,54161.26776228347,56165.4134905918,51877.8582755421,62004.78697795942,56480.195710683976,64617.14114357654
2019-01-25,54161.26776228347,56165.4134905918,51546.74233328949,61609.03483731912,56239.868477409436,64204.715374922314
2019-01-28,54161.26776228347,56165.4134905918,50977.74887295649,60928.96978697696,55826.00310751882,63495.99816958148
2019-01-29,54161.26776228347,55997.57005735647,50933.044111687224,60875.53833680647,55793.36549343928,63440.3155727136
2019-01-30,54161.26776228347,56528.81222160327,50933.044111687224,60873.25017150775,55792.66644723064,63437.93100359767
2019-01-31,54161.26776228347,57519.12963596375,50933.044111687224,61897.06462040867,56313.98043335433,64504.88028241673
2019-02-01,54161.26776228347,57077.653662959296,50933.044111687224,62255.38572529655,56495.091944980406,64878.29798994782
2019-02-04,54161.26776228347,57077.653662959296,50933.044111687224,62361.67937475835,56548.68007527763,64989.06994941572
2019-02-05,54161.26776228347,57077.653662959296,50933.044111687224,62487.9749374655,56612.303970967514,65120.68653257013
2019-02-06,54161.26776228347,57077.653662959296,50933.044111687224,63220.04831078018,56980.76917816775,65883.60324910919
2019-02-07,54161.26776228347,57077.653662959296,50933.044111687224,63259.767511831305,57000.65765313652,65924.99587934825
2019-02-08,54161.26776228347,57077.653662959296,50933.044111687224,62540.8371367568,56640.77028538384,65175.775895170154
2019-02-11,54161.26776228347,57077.653662959296,50933.044111687224,62227.66543983626,56483.199586539034,64849.40980751176
2019-02-12,54161.26776228347,57077.653662959296,50933.044111687224,61899.63741114698,56317.78483729638,64507.56146866659
2019-02-14,54161.26776228347,57077.653662959296,50933.044111687224,61411.873121043456,56071.24054317549,63999.246941441146
2019-02-15,54161.26776228347,56704.450379805014,50933.044111687224,61288.15034907461,56008.48314107164,63870.3115445366
2019-02-18,54161.26776228347,56408.16610003119,50933.044111687224,,56008.48314107164,63373.31499657843
2019-02-19,54161.26776228347,56472.924551638556,50933.044111687224,60602.08026004607,55660.16725948886,63155.336299272036
2019-02-20,54161.26776228347,57045.7022471857,50933.044111687224,61351.298130428186,56042.456959779345,63936.1198361138
2019-02-21,54161.26776228347,57250.769988370674,50933.044111687224,61662.181662050025,56200.22485160656,64260.10135465626
2019-02-22,54161.26776228347,57250.769988370674,50933.044111687224,61672.47282500327,56205.435732142054,64270.82609965568
2019-02-25,54161.26776228347,57250.769988370674,50933.044111687224,62177.94528216246,56461.36028183579,64797.59486542946
2019-02-26,54161.26776228347,57250.769988370674,50933.044111687224,61921.92190880008,56332.20205290656,64530.78484544677
2019-02-27,54161.26776228347,57250.769988370674,50933.044111687224,61758.19531034052,56249.453761531906,64360.16020116922
2019-02-28,54161.26776228347,57250.769988370674,50933.044111687224,61677.32820014932,56208.53493868787,64275.88603899922
2019-03-01,54161.26776228347,57250.769988370674,50933.044111687224,62083.0812974123,56413.96597261816,64698.734119496694
2019-03-05,54161.26776228347,57250.769988370674,50933.044111687224,62791.435884093946,56771.561084724395,65436.932741541445
2019-03-06,54161.26776228347,57250.769988370674,50933.044111687224,63166.04202883952,56959.72347174865,65827.3216019512
2019-03-07,54161.26776228347,57250.769988370674,50933.044111687224,63195.76027326796,56974.611420068315,65858.29192034701
2019-03-08,54161.26776228347,57250.769988370674,50933.044111687224,63065.463211733535,56909.35014640411,65722.50524925087
2019-03-11,54161.26776228347,57250.769988370674,50933.044111687224,63823.53237519801,57289.38931753536,66512.51299735569
2019-03-12,54161.26776228347,57250.769988370674,50933.044111687224,64584.46453573137,57668.850006221284,67305.50436486653
2019-03-13,54161.26776228347,57250.769988370674,50933.044111687224,64815.91524614193,57783.66516768335,67546.70643895312
2019-03-14,54161.26776228347,57250.769988370674,50933.044111687224,64824.77212011525,57788.05180155048,67555.9364662384
2019-03-15,54161.26776228347,57250.769988370674,51308.420004135754,65302.52987270512,58119.30518915068,68053.82286559835
2019-03-18,54161.26776228347,57250.769988370674,51467.1499054364,65504.55254501782,58259.149901294644,68264.3570544453
2019-03-19,54161.26776228347,57250.769988370674,51782.36024149535,65905.73489257433,58536.66716504326,68682.44181273316
2019-03-20,54161.26776228347,57250.769988370674,51731.39425782681,65840.86819680122,58491.856427560415,68614.8421863079
2019-03-22,54161.26776228347,57250.769988370674,51443.352917277654,65474.26504971018,58238.546870358,68232.79350178162
2019-03-25,54161.26776228347,57250.769988370674,50982.43590726861,64887.635276029236,57832.70249639097,67621.44814068168
2019-03-26,54161.26776228347,57250.769988370674,51561.666964541226,65624.84864992955,58343.74882856947,68389.72141369821
2019-03-27,54161.26776228347,57250.769988370674,51390.14185199177,65406.54093775917,58192.79274322194,68162.21607197258
2019-03-28,54161.26776228347,57250.769988370674,51951.18862514898,66120.61035679663,58686.92588473932,68906.3703007849
2019-04-01,54161.26776228347,57250.769988370674,52396.390063836676,66687.23821723224,59078.08905944754,69496.87103819835
2019-04-02,54161.26776228347,57250.769988370674,52594.18087733894,66938.97546632776,59251.54401813827,69759.21435310537
2019-04-03,54161.26776228347,57250.769988370674,52283.23707333795,66543.22332568746,58979.08611230114,69346.78858445115
2019-04-04,54161.26776228347,57250.769988370674,52076.91319571978,66280.6256627595,58798.0602637295,69073.12729027685
2019-04-05,54161.26776228347,57250.769988370674,52382.02066450071,66668.94963751543,59065.99321914726,69477.81193333768
2019-04-08,54161.26776228347,57250.769988370674,52106.09925674515,66317.77207307231,58824.00390349757,69111.83873426606
2019-04-09,54161.26776228347,57250.769988370674,52408.96164390874,66703.23863165033,59089.93363254405,69513.5455739431
2019-04-10,54161.26776228347,57250.769988370674,52015.397082419775,66202.33134330662,58744.80621407866,68991.5343143567
2019-04-11,54161.26776228347,57250.769988370674,52071.07686049972,66273.19749687513,58793.71541681843,69065.38616468346
2019-04-12,54161.26776228347,57250.769988370674,52280.991991720606,66540.36590950955,58978.06137583271,69343.81078106737
2019-04-15,54161.26776228347,57250.769988370674,52491.578016471685,66808.38819846277,59162.83150002451,69623.12524885304
2019-04-16,54161.26776228347,57250.769988370674,52926.229325527915,67361.58843521858,59543.85858181705,70199.63263677161
2019-04-18,54161.26776228347,57250.769988370674,52771.989587461925,67165.28059526169,59408.894616402984,69995.05405469224
2019-04-22,54161.26776228347,57250.769988370674,52060.973993221705,66260.33912407454,58786.332542441385,69051.98604945642
2019-04-23,54161.26776228347,57250.769988370674,51977.90597338028,66154.61472549193,58713.37781040239,68941.80732425638
2019-04-24,54161.26776228347,57250.769988370674,52652.32936821295,67012.98366151378,59305.902490743065,69836.34062394984
2019-04-25,54161.26776228347,57250.769988370674,52652.32936821295,66530.93420376607,59068.8971907179,69333.98170349197
2019-04-26,54161.26776228347,57250.769988370674,52652.32936821295,67175.85638365454,59387.00186384443,70006.07541682558
2019-04-30,54161.26776228347,57250.769988370674,52652.32936821295,67138.70997334173,59368.75776000812,69967.36397283638
2019-05-02,54161.26776228347,57250.769988370674,52652.32936821295,67004.98066385924,59303.06173901226,69828.00044806635
2019-05-03,54161.26776228347,57250.769988370674,52652.32936821295,66933.54525941153,59267.93716768817,69753.55536347174
2019-05-06,54161.26776228347,57250.769988370674,52652.32936821295,66282.05437084846,58947.44912989695,69074.61619196876
